"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 16 20:12:22 GMT 2023","Thu Nov 16 20:12:22 GMT 2023","0","","Open the website: As a user, I can open the website and see the main page","","","","",""
"passed","Thu Nov 16 20:12:19 GMT 2023","Thu Nov 16 20:12:22 GMT 2023","3887","","Open the website: As a user, I can open the website and see the main page","","","","Given Open www.booking.com website",""
