"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 16 20:39:04 GMT 2023","Thu Nov 16 20:39:06 GMT 2023","1903","","Open the website: As a user, I can open the website and see the main page","","","","Given Open www.booking.com website",""
"passed","Thu Nov 16 20:39:06 GMT 2023","Thu Nov 16 20:39:06 GMT 2023","1","","Open the website: As a user, I can open the website and see the main page","","","","",""
